Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data)
"$6,000","1775 Turk St, San Francisco, CA 94115","https://www.zillow.com/homedetails/1775-Turk-St-San-Francisco-CA-94115/447275232_zpid/","","94115","San Francisco","","CA","3","2","1700","3 bds | 2 ba | 1700 sqft","$3.53","Fri, 2026-04-17","37.779522","-122.4382","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,995","2874 Harrison St #A, San Francisco, CA 94110","https://www.zillow.com/homedetails/2874-Harrison-St-A-San-Francisco-CA-94110/461282186_zpid/","","94110","San Francisco","","CA","4","2","","4 bds | 2 ba ","","Fri, 2026-04-17","37.7515","-122.41213","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,282","1475 Fillmore St, San Francisco, CA 94115","https://zillow.com/apartments/san-francisco-ca/the-fillmore-center/5XjVzy/","","94115","San Francisco","","CA","2","","","2 bds ","","Fri, 2026-04-17","37.782692","-122.43322","","FOR_RENT","","","","$5,282+ 2 bds, $5,957+ 3 bds","$5,282","$5,957","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,800","1300 22nd St #209, San Francisco, CA 94107","https://www.zillow.com/homedetails/1300-22nd-St-209-San-Francisco-CA-94107/249665172_zpid/","","94107","San Francisco","","CA","2","2","878","2 bds | 2 ba | 878 sqft","$6.61","Fri, 2026-04-17","37.757965","-122.39457","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,750","275 Randall St, San Francisco, CA 94131","https://www.zillow.com/homedetails/275-Randall-St-San-Francisco-CA-94131/114317970_zpid/","","94131","San Francisco","","CA","2","2","1340","2 bds | 2 ba | 1340 sqft","$4.29","Fri, 2026-04-17","37.740288","-122.42947","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,750","812-816 Central Ave #812, San Francisco, CA 94115","https://www.zillow.com/homedetails/812-816-Central-Ave-812-San-Francisco-CA-94115/461619926_zpid/","","94115","San Francisco","","CA","3","2","900","3 bds | 2 ba | 900 sqft","$6.39","Fri, 2026-04-17","37.77723","-122.44485","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,750","714 S Van Ness Ave, San Francisco, CA 94110","https://www.zillow.com/homedetails/714-S-Van-Ness-Ave-San-Francisco-CA-94110/461671957_zpid/","","94110","San Francisco","","CA","3","2","1975","3 bds | 2 ba | 1975 sqft","$2.91","Fri, 2026-04-17","37.761635","-122.41736","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,695","606 Capp St #402, San Francisco, CA 94110","https://www.zillow.com/homedetails/606-Capp-St-402-San-Francisco-CA-94110/2080333974_zpid/","","94110","San Francisco","","CA","2","2","","2 bds | 2 ba ","","Fri, 2026-04-17","37.75699","-122.41796","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,665","Delphine on Diamond, 5285 Diamond Heights Blvd #1-301, San Francisco, CA 94131","https://www.zillow.com/apartments/san-francisco-ca/delphine-on-diamond/5XjTZJ/","","94131","San Francisco","","CA","2","2","995","2 bds | 2 ba | 995 sqft","$5.69","Fri, 2026-04-17","37.74446","-122.43854","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,458","2000 Post St, San Francisco, CA 94115","https://zillow.com/apartments/san-francisco-ca/2000-post/5XjRNn/","","94115","San Francisco","","CA","2","","","2 bds ","","Fri, 2026-04-17","37.785236","-122.43545","","FOR_RENT","","","","$5,458+ 2 bds","$5,458","$5,458","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,500","258 Dorland St APT 7, San Francisco, CA 94114","https://www.zillow.com/homedetails/258-Dorland-St-APT-7-San-Francisco-CA-94114/461104017_zpid/","","94114","San Francisco","","CA","2","2","1500","2 bds | 2 ba | 1500 sqft","$3.67","Fri, 2026-04-17","37.76237","-122.42981","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"$5,500","600 South Van Ness, 600 S Van Ness Ave APT 307, San Francisco, CA 94110","https://www.zillow.com/apartments/san-francisco-ca/600-south-van-ness/CqjVx9/","","94110","San Francisco","","CA","2","2","1000","2 bds | 2 ba | 1000 sqft","$5.5","Fri, 2026-04-17","37.76342","-122.41751","","FOR_RENT","APARTMENT","","","","","","","","","","","$","","","","","","","","Elite-tier locked — upgrade to unlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
