Price,Address,Listing URL,Short Address,Zip,City,County,State,Beds,Baths,Footage,Raw Property Details,Price Per Sq. Ft.,Date Scraped,Latitude,Longitude,Broker Name,Status,Type,Lot Area,Lot Area Units,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Last Date Sold,Last Date Sold Price,Most Recent Date Listed for Sale,Most Recent Price Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Premium Status,Broker Phone (Premium Data),Listed By (Premium Data),Lister Phone (Premium Data),Agent Name (Premium Data),Agent Phone (Premium Data),Agent Email (Premium Data),Co-Agent Name (Premium Data),Co-Agent Phone (Premium Data),Buyer Agent Fee (Premium Data),Buyer Agent Name (Premium Data),Association Name (Premium Data),Association Fee (Premium Data),Monthly HOA Fees (Premium Data),Year Built (Premium Data),Stories (Premium Data),Heating (Premium Data),Cooling (Premium Data),Fireplace (Premium Data),Flooring (Premium Data),Foundation (Premium Data),Garage Capacity (Premium Data),Sewer (Premium Data),Subdivision (Premium Data),Property Condition (Premium Data),Roof Type (Premium Data),Virtual Tour (Premium Data),MLS Source (Premium Data),Parcel Id (Premium Data),Favorite Count (Premium Data),Page Views (Premium Data),Tax Paid (Most Recent) (Premium Data),Has Private Pool (Premium Data),Pool Features (Premium Data),Elementary School Rating (Premium Data),Middle School Rating (Premium Data),High School Rating (Premium Data),Transit Score (Premium Data),Walk Score (Premium Data),Bike Score (Premium Data),Description (Premium Data),Friend 1 (Cumberland) - Drive Distance (km),Friend 1 (Cumberland) - Drive Time (min),Friend 1 (Cumberland) - Walk Distance (km),Friend 1 (Cumberland) - Walk Time (min),Friend 1 (Cumberland) - Transit Distance (km),Friend 1 (Cumberland) - Transit Time (min),Friend 2 (Larkspur) - Drive Distance (km),Friend 2 (Larkspur) - Drive Time (min),Friend 2 (Larkspur) - Walk Distance (km),Friend 2 (Larkspur) - Walk Time (min),Friend 2 (Larkspur) - Transit Distance (km),Friend 2 (Larkspur) - Transit Time (min),Vic Work (Oyster Point) - Drive Distance (km),Vic Work (Oyster Point) - Drive Time (min),Vic Work (Oyster Point) - Walk Distance (km),Vic Work (Oyster Point) - Walk Time (min),Vic Work (Oyster Point) - Transit Distance (km),Vic Work (Oyster Point) - Transit Time (min)
"$4,324","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Pierce (A1A) - Unit 448",https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=448,2000 Post St,94115,San Francisco,San Francisco County,CA,1,1,625,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash",$5.9,"Fri, 2026-04-17",37.785236,-122.43545,,"Available from Thu, 2026-07-02",Unit,,,"Unit 448 - Pierce (A1A) - $4,324",4324,5189,,,,,,$,,,,,,,,Elite-tier data preview,,2000 Post,(669) 231-1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,77,99,92,"2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.",3.74,18.2,3.54,50.9,3.63,32.8,24.48,27.1,20.24,166.7,21.15,80.9,18.34,20.7,19.68,276.6,29.21,81.8
"$4,339","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Pierce (A1A) - Unit 479",https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=479,2000 Post St,94115,San Francisco,San Francisco County,CA,1,1,625,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash",$5.9,"Fri, 2026-04-17",37.785236,-122.43545,,"Available from Sat, 2026-06-13",Unit,,,"Unit 479 - Pierce (A1A) - $4,339",4324,5189,,,,,,$,,,,,,,,Elite-tier data preview,,2000 Post,(669) 231-1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,77,99,92,"2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.",3.74,18.2,3.54,50.9,3.63,32.8,24.48,27.1,20.24,166.7,21.15,80.9,18.34,20.7,19.68,276.6,29.21,81.8
"$4,385","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Pierce (A1A) - Unit 270",https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=270,2000 Post St,94115,San Francisco,San Francisco County,CA,1,1,625,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash",$5.9,"Fri, 2026-04-17",37.785236,-122.43545,,"Available from Sat, 2026-06-27",Unit,,,"Unit 270 - Pierce (A1A) - $4,385",4324,5189,,,,,,$,,,,,,,,Elite-tier data preview,,2000 Post,(669) 231-1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,77,99,92,"2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.",3.74,18.2,3.54,50.9,3.63,32.8,24.48,27.1,20.24,166.7,21.15,80.9,18.34,20.7,19.68,276.6,29.21,81.8
"$4,849","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Pierce (A1A) - Unit 311",https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=311,2000 Post St,94115,San Francisco,San Francisco County,CA,1,1,625,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash",$5.9,"Fri, 2026-04-17",37.785236,-122.43545,,,Unit,,,"Unit 311 - Pierce (A1A) - $4,849",4324,5189,,,,,,$,,,,,,,,Elite-tier data preview,,2000 Post,(669) 231-1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,77,99,92,"2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.",3.74,18.2,3.54,50.9,3.63,32.8,24.48,27.1,20.24,166.7,21.15,80.9,18.34,20.7,19.68,276.6,29.21,81.8
"$5,189","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Pierce (A1A) - Unit 239",https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=239,2000 Post St,94115,San Francisco,San Francisco County,CA,1,1,625,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash",$5.9,"Fri, 2026-04-17",37.785236,-122.43545,,,Unit,,,"Unit 239 - Pierce (A1A) - $5,189",4324,5189,,,,,,$,,,,,,,,Elite-tier data preview,,2000 Post,(669) 231-1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,77,99,92,"2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.",3.74,18.2,3.54,50.9,3.63,32.8,24.48,27.1,20.24,166.7,21.15,80.9,18.34,20.7,19.68,276.6,29.21,81.8
"$5,458","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Steiner (B2A) - Unit 477",https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=477,2000 Post St,94115,San Francisco,San Francisco County,CA,2,2,925,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash",$5.9,"Fri, 2026-04-17",37.785236,-122.43545,,"Available from Sat, 2026-07-04",Unit,,,"Unit 477 - Steiner (B2A) - $5,458",5458,5645,,,,,,$,,,,,,,,Elite-tier data preview,,2000 Post,(669) 231-1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,77,99,92,"2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.",3.74,18.2,3.54,50.9,3.63,32.8,24.48,27.1,20.24,166.7,21.15,80.9,18.34,20.7,19.68,276.6,29.21,81.8
"$5,645","2000 Post, 2000 Post St #477, San Francisco, CA 94115 - Steiner (B2A) - Unit 403",https://www.zillow.com/rental-manager/price-my-rental/results/2000-post-st_-san-francisco_-ca-94115/?unit=403,2000 Post St,94115,San Francisco,San Francisco County,CA,2,2,925,"Deposits and Fees: , Additional Information: Airbnb-friendly Barbecue Bay windows Bi-weekly payment program Build credit score with RentTrack Closet built-ins Deposit free with Rhino Electric vehicle charging stations Flooring: Wood Garden Granite countertops Guest Room Home purchase plan Lifestyle services powered by Amenify Moving services with Move Matcher On-site ZipCars available Package Receiving Pet friendly Quartz countertops Resident App Several finish package options Short Term Lease Smart Home + Internet package Stainless steel appliances TV Lounge Tile backsplash",$5.9,"Fri, 2026-04-17",37.785236,-122.43545,,"Available from Thu, 2026-06-11",Unit,,,"Unit 403 - Steiner (B2A) - $5,645",5458,5645,,,,,,$,,,,,,,,Elite-tier data preview,,2000 Post,(669) 231-1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,7,77,99,92,"2000 Post features stylish studio, one, and two bedroom apartments with sophisticated amenities in desirable Lower Pacific Heights.

2000 Post boasts remarkable amenities and luxury apartments in San Francisco's Pacific Heights neighborhood. Enjoy 9-ft ceilings, walk-in closets, and expansive bay windows. This San Francisco apartment community features world-class amenities including a swimming pool, sauna, and fitness center. 2000 Post's lower Pacific Heights location provides proximity to bus transit and the 101 and 80 Freeways, as well as several prestigious schools and bustling Fillmore Street and Japan Town. Visit 2000 Post today and experience the best of luxury living in San Francisco. These units are rental units subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.",3.74,18.2,3.54,50.9,3.63,32.8,24.48,27.1,20.24,166.7,21.15,80.9,18.34,20.7,19.68,276.6,29.21,81.8
"$2,988","1475 Fillmore St, San Francisco, CA 94115 - The Marina - Unit M10320",https://www.zillow.com/rental-manager/price-my-rental/results/1475-fillmore-st_-san-francisco_-ca-94115/?unit=M10320,1475 Fillmore St,94115,San Francisco,San Francisco County,CA,,1,486,"Deposits and Fees: , Additional Information: Barbecue Pet Park Urban Water Oasis",,"Fri, 2026-04-17",37.782692,-122.43322,,,Unit,,,"Unit M10320 - The Marina - $2,988",2959,3532,,,,,,$,,,,,,,,Elite-tier data preview,,The Fillmore Center,(415) 539-0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,83,99,97,"You. Are. Here.

We are currently offering virtual, live video, and in-person tours of our apartment community. Call us today for more information!The Fillmore Center in San Francisco, California, has studio, one, two, and three-bedroom apartment homes located south of Pacific Heights and just west of Japantown. We are surrounded by a community so diverse it feels like a city within a city with its own unique blend of shops, cafes, and theaters. With San Francisco at your door, commutes aren't difficult. We provide a complimentary shuttle to the financial district and are located near public transportation. World-class shopping, restaurants, and entertainment options stretch out for miles and miles in all directions. When the day is done, you'll enjoy dazzling skyline views of the city and the fog rolling in at night. On our grounds, take pleasure in the tranquility of meticulously landscaped gardens, courtyards, waterfalls, grilling and picnic areas, and convenient access to the state-of-the-art Fitness SF. For your convenience and safety, our amenities include planned activities for residents, hi-speed Internet access, controlled access garage parking, and video intercom entry. Come by and see the Fillmore Center today and experience tranquility and convenience in the middle of our vibrant city. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. Greystar California, Inc. dba Greystar Corp. License No. 1525765 Broker: Gerard S. Donohue License No. 01265072

Floor plans are artist's rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Please see a representative for details.",3.19,15.7,3.24,46.7,3.33,30.1,23.91,25.7,20.29,167.7,21.11,80.3,17.77,19.9,19.38,272.5,28.05,77.8
"$3,346","1475 Fillmore St, San Francisco, CA 94115 - The Marina - Unit M10618",https://www.zillow.com/rental-manager/price-my-rental/results/1475-fillmore-st_-san-francisco_-ca-94115/?unit=M10618,1475 Fillmore St,94115,San Francisco,San Francisco County,CA,,1,569,"Deposits and Fees: , Additional Information: Barbecue Pet Park Urban Water Oasis",,"Fri, 2026-04-17",37.782692,-122.43322,,"Available from Sat, 2026-03-28",Unit,,,"Unit M10618 - The Marina - $3,346",2959,3532,,,,,,$,,,,,,,,Elite-tier data preview,,The Fillmore Center,(415) 539-0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,83,99,97,"You. Are. Here.

We are currently offering virtual, live video, and in-person tours of our apartment community. Call us today for more information!The Fillmore Center in San Francisco, California, has studio, one, two, and three-bedroom apartment homes located south of Pacific Heights and just west of Japantown. We are surrounded by a community so diverse it feels like a city within a city with its own unique blend of shops, cafes, and theaters. With San Francisco at your door, commutes aren't difficult. We provide a complimentary shuttle to the financial district and are located near public transportation. World-class shopping, restaurants, and entertainment options stretch out for miles and miles in all directions. When the day is done, you'll enjoy dazzling skyline views of the city and the fog rolling in at night. On our grounds, take pleasure in the tranquility of meticulously landscaped gardens, courtyards, waterfalls, grilling and picnic areas, and convenient access to the state-of-the-art Fitness SF. For your convenience and safety, our amenities include planned activities for residents, hi-speed Internet access, controlled access garage parking, and video intercom entry. Come by and see the Fillmore Center today and experience tranquility and convenience in the middle of our vibrant city. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. Greystar California, Inc. dba Greystar Corp. License No. 1525765 Broker: Gerard S. Donohue License No. 01265072

Floor plans are artist's rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Please see a representative for details.",3.19,15.7,3.24,46.7,3.33,30.1,23.91,25.7,20.29,167.7,21.11,80.3,17.77,19.9,19.38,272.5,28.05,77.8
"$3,446","1475 Fillmore St, San Francisco, CA 94115 - The Marina - Unit M10622",https://www.zillow.com/rental-manager/price-my-rental/results/1475-fillmore-st_-san-francisco_-ca-94115/?unit=M10622,1475 Fillmore St,94115,San Francisco,San Francisco County,CA,,1,560,"Deposits and Fees: , Additional Information: Barbecue Pet Park Urban Water Oasis",,"Fri, 2026-04-17",37.782692,-122.43322,,,Unit,,,"Unit M10622 - The Marina - $3,446",2959,3532,,,,,,$,,,,,,,,Elite-tier data preview,,The Fillmore Center,(415) 539-0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,83,99,97,"You. Are. Here.

We are currently offering virtual, live video, and in-person tours of our apartment community. Call us today for more information!The Fillmore Center in San Francisco, California, has studio, one, two, and three-bedroom apartment homes located south of Pacific Heights and just west of Japantown. We are surrounded by a community so diverse it feels like a city within a city with its own unique blend of shops, cafes, and theaters. With San Francisco at your door, commutes aren't difficult. We provide a complimentary shuttle to the financial district and are located near public transportation. World-class shopping, restaurants, and entertainment options stretch out for miles and miles in all directions. When the day is done, you'll enjoy dazzling skyline views of the city and the fog rolling in at night. On our grounds, take pleasure in the tranquility of meticulously landscaped gardens, courtyards, waterfalls, grilling and picnic areas, and convenient access to the state-of-the-art Fitness SF. For your convenience and safety, our amenities include planned activities for residents, hi-speed Internet access, controlled access garage parking, and video intercom entry. Come by and see the Fillmore Center today and experience tranquility and convenience in the middle of our vibrant city. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. Greystar California, Inc. dba Greystar Corp. License No. 1525765 Broker: Gerard S. Donohue License No. 01265072

Floor plans are artist's rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Please see a representative for details.",3.19,15.7,3.24,46.7,3.33,30.1,23.91,25.7,20.29,167.7,21.11,80.3,17.77,19.9,19.38,272.5,28.05,77.8
"$3,556","1475 Fillmore St, San Francisco, CA 94115 - The Marina - Unit M10323",https://www.zillow.com/rental-manager/price-my-rental/results/1475-fillmore-st_-san-francisco_-ca-94115/?unit=M10323,1475 Fillmore St,94115,San Francisco,San Francisco County,CA,,1,538,"Deposits and Fees: , Additional Information: Barbecue Pet Park Urban Water Oasis",,"Fri, 2026-04-17",37.782692,-122.43322,,,Unit,,,"Unit M10323 - The Marina - $3,556",2959,3532,,,,,,$,,,,,,,,Elite-tier data preview,,The Fillmore Center,(415) 539-0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,83,99,97,"You. Are. Here.

We are currently offering virtual, live video, and in-person tours of our apartment community. Call us today for more information!The Fillmore Center in San Francisco, California, has studio, one, two, and three-bedroom apartment homes located south of Pacific Heights and just west of Japantown. We are surrounded by a community so diverse it feels like a city within a city with its own unique blend of shops, cafes, and theaters. With San Francisco at your door, commutes aren't difficult. We provide a complimentary shuttle to the financial district and are located near public transportation. World-class shopping, restaurants, and entertainment options stretch out for miles and miles in all directions. When the day is done, you'll enjoy dazzling skyline views of the city and the fog rolling in at night. On our grounds, take pleasure in the tranquility of meticulously landscaped gardens, courtyards, waterfalls, grilling and picnic areas, and convenient access to the state-of-the-art Fitness SF. For your convenience and safety, our amenities include planned activities for residents, hi-speed Internet access, controlled access garage parking, and video intercom entry. Come by and see the Fillmore Center today and experience tranquility and convenience in the middle of our vibrant city. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. Greystar California, Inc. dba Greystar Corp. License No. 1525765 Broker: Gerard S. Donohue License No. 01265072

Floor plans are artist's rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Please see a representative for details.",3.19,15.7,3.24,46.7,3.33,30.1,23.91,25.7,20.29,167.7,21.11,80.3,17.77,19.9,19.38,272.5,28.05,77.8
"$3,561","1475 Fillmore St, San Francisco, CA 94115 - The Marina - Unit T21209",https://www.zillow.com/rental-manager/price-my-rental/results/1475-fillmore-st_-san-francisco_-ca-94115/?unit=T21209,1475 Fillmore St,94115,San Francisco,San Francisco County,CA,,1,510,"Deposits and Fees: , Additional Information: Barbecue Pet Park Urban Water Oasis",,"Fri, 2026-04-17",37.782692,-122.43322,,"Available from Wed, 2026-03-18",Unit,,,"Unit T21209 - The Marina - $3,561",2959,3532,,,,,,$,,,,,,,,Elite-tier data preview,,The Fillmore Center,(415) 539-0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,83,99,97,"You. Are. Here.

We are currently offering virtual, live video, and in-person tours of our apartment community. Call us today for more information!The Fillmore Center in San Francisco, California, has studio, one, two, and three-bedroom apartment homes located south of Pacific Heights and just west of Japantown. We are surrounded by a community so diverse it feels like a city within a city with its own unique blend of shops, cafes, and theaters. With San Francisco at your door, commutes aren't difficult. We provide a complimentary shuttle to the financial district and are located near public transportation. World-class shopping, restaurants, and entertainment options stretch out for miles and miles in all directions. When the day is done, you'll enjoy dazzling skyline views of the city and the fog rolling in at night. On our grounds, take pleasure in the tranquility of meticulously landscaped gardens, courtyards, waterfalls, grilling and picnic areas, and convenient access to the state-of-the-art Fitness SF. For your convenience and safety, our amenities include planned activities for residents, hi-speed Internet access, controlled access garage parking, and video intercom entry. Come by and see the Fillmore Center today and experience tranquility and convenience in the middle of our vibrant city. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. Greystar California, Inc. dba Greystar Corp. License No. 1525765 Broker: Gerard S. Donohue License No. 01265072

Floor plans are artist's rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Please see a representative for details.",3.19,15.7,3.24,46.7,3.33,30.1,23.91,25.7,20.29,167.7,21.11,80.3,17.77,19.9,19.38,272.5,28.05,77.8
"$3,586","1475 Fillmore St, San Francisco, CA 94115 - The Telegraph - Unit M20306",https://www.zillow.com/rental-manager/price-my-rental/results/1475-fillmore-st_-san-francisco_-ca-94115/?unit=M20306,1475 Fillmore St,94115,San Francisco,San Francisco County,CA,1,1,785,"Deposits and Fees: , Additional Information: Barbecue Pet Park Urban Water Oasis",,"Fri, 2026-04-17",37.782692,-122.43322,,,Unit,,,"Unit M20306 - The Telegraph - $3,586",3557,3869,,,,,,$,,,,,,,,Elite-tier data preview,,The Fillmore Center,(415) 539-0678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,83,99,97,"You. Are. Here.

We are currently offering virtual, live video, and in-person tours of our apartment community. Call us today for more information!The Fillmore Center in San Francisco, California, has studio, one, two, and three-bedroom apartment homes located south of Pacific Heights and just west of Japantown. We are surrounded by a community so diverse it feels like a city within a city with its own unique blend of shops, cafes, and theaters. With San Francisco at your door, commutes aren't difficult. We provide a complimentary shuttle to the financial district and are located near public transportation. World-class shopping, restaurants, and entertainment options stretch out for miles and miles in all directions. When the day is done, you'll enjoy dazzling skyline views of the city and the fog rolling in at night. On our grounds, take pleasure in the tranquility of meticulously landscaped gardens, courtyards, waterfalls, grilling and picnic areas, and convenient access to the state-of-the-art Fitness SF. For your convenience and safety, our amenities include planned activities for residents, hi-speed Internet access, controlled access garage parking, and video intercom entry. Come by and see the Fillmore Center today and experience tranquility and convenience in the middle of our vibrant city. This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. Greystar California, Inc. dba Greystar Corp. License No. 1525765 Broker: Gerard S. Donohue License No. 01265072

Floor plans are artist's rendering. All dimensions are approximate. Actual product and specifications may vary in dimension or detail. Not all features are available in every rental home. Please see a representative for details.",3.19,15.7,3.24,46.7,3.33,30.1,23.91,25.7,20.29,167.7,21.11,80.3,17.77,19.9,19.38,272.5,28.05,77.8
